District,Year,Quarter,GW_Depth_mbgl,Quarterly_Rainfall_Sum_mm,StageExtraction(%),GW_Lag1,GW_Lag2,GW_Lag4,Rain_Rolling_Sum_2Q,Rain_Rolling_Sum_4Q,Rain_Anomaly,Quarter_Sin,Quarter_Cos
Amravati,2014,2,6.50000001185,14.3,60.1,4.85999997835,3.53400001525,7.897368405894736,50.0,1193.7,-249.49880952380948,1.2246467991473532e-16,-1.0
Amravati,2014,3,4.35000001795,845.9,60.1,6.50000001185,4.85999997835,3.1450000047,860.1999999999999,1001.8,582.1011904761905,-1.0,-1.8369701987210297e-16
Amravati,2014,4,4.66499999165,31.5,60.1,4.35000001795,6.50000001185,3.53400001525,877.4,927.4,-232.2988095238095,-2.4492935982947064e-16,1.0
Amravati,2015,1,5.0905000031,108.5,60.1,4.66499999165,4.35000001795,4.85999997835,140.0,1000.1999999999999,-155.2988095238095,1.0,6.123233995736766e-17
Amravati,2015,2,6.4350000292,254.9,60.1,5.0905000031,4.66499999165,6.50000001185,363.4,1240.8,-8.89880952380949,1.2246467991473532e-16,-1.0
Amravati,2015,3,3.22699996535,581.3000000000001,60.1,6.4350000292,5.0905000031,4.35000001795,836.2,976.2,317.5011904761906,-1.0,-1.8369701987210297e-16
Amravati,2015,4,4.4524999738,9.4,60.1,3.22699996535,6.4350000292,4.66499999165,590.7,954.1,-254.3988095238095,-2.4492935982947064e-16,1.0
Amravati,2016,2,7.61799998275,185.0,60.1,4.4524999738,3.22699996535,5.0905000031,194.4,1030.6000000000001,-78.7988095238095,1.2246467991473532e-16,-1.0
Amravati,2016,3,3.7225000366000005,1129.8,60.1,7.61799998275,4.4524999738,6.4350000292,1314.8,1905.5,866.0011904761905,-1.0,-1.8369701987210297e-16
Amravati,2016,4,4.24249997145,54.800000000000004,60.1,3.7225000366000005,7.61799998275,3.22699996535,1184.6,1379.0,-208.99880952380948,-2.4492935982947064e-16,1.0
Amravati,2017,1,5.3609999658500005,2.1,60.1,4.24249997145,3.7225000366000005,4.4524999738,56.900000000000006,1371.7000000000003,-261.6988095238095,1.0,6.123233995736766e-17
Amravati,2017,2,7.495263200157895,99.4,60.1,5.3609999658500005,4.24249997145,7.61799998275,101.5,1286.1000000000001,-164.3988095238095,1.2246467991473532e-16,-1.0
Amravati,2017,3,4.5780000244500005,554.0,60.1,7.495263200157895,5.3609999658500005,3.7225000366000005,653.4,710.3000000000002,290.2011904761905,-1.0,-1.8369701987210297e-16
Amravati,2017,4,5.11250002375,56.6,60.1,4.5780000244500005,7.495263200157895,4.24249997145,610.6,712.1000000000003,-207.1988095238095,-2.4492935982947064e-16,1.0
Amravati,2018,1,5.949999952400001,34.300000000000004,60.1,5.11250002375,4.5780000244500005,5.3609999658500005,90.9,744.3000000000002,-229.49880952380948,1.0,6.123233995736766e-17
Amravati,2018,2,8.37949998365,184.6,60.1,5.949999952400001,5.11250002375,7.495263200157895,218.9,829.5000000000001,-79.1988095238095,1.2246467991473532e-16,-1.0
Amravati,2018,3,4.844999963,647.2,60.1,8.37949998365,5.949999952400001,4.5780000244500005,831.8000000000001,922.7000000000002,383.40119047619055,-1.0,-1.8369701987210297e-16
Amravati,2019,1,7.08849997505,2.7,60.1,4.844999963,8.37949998365,5.11250002375,649.9000000000001,868.8000000000002,-261.0988095238095,1.0,6.123233995736766e-17
Amravati,2019,2,9.27949986455,74.8,60.1,7.08849997505,4.844999963,5.949999952400001,77.5,909.3000000000002,-188.99880952380948,1.2246467991473532e-16,-1.0
Amravati,2019,3,3.413684188842105,1466.2,60.1,9.27949986455,7.08849997505,8.37949998365,1541.0,2190.9,1202.4011904761905,-1.0,-1.8369701987210297e-16
Amravati,2019,4,4.289999961842105,71.10000000000001,60.1,3.413684188842105,9.27949986455,4.844999963,1537.3,1614.8000000000002,-192.69880952380947,-2.4492935982947064e-16,1.0
Amravati,2020,1,5.3350000084,77.60000000000001,60.1,4.289999961842105,3.413684188842105,7.08849997505,148.70000000000002,1689.7000000000003,-186.19880952380947,1.0,6.123233995736766e-17
Amravati,2020,4,4.3454999983,62.1,60.1,5.3350000084,4.289999961842105,9.27949986455,139.70000000000002,1677.0000000000002,-201.6988095238095,-2.4492935982947064e-16,1.0
Amravati,2021,1,5.0349999726500005,7.1,60.1,4.3454999983,5.3350000084,3.413684188842105,69.2,217.90000000000023,-256.6988095238095,1.0,6.123233995736766e-17
Amravati,2021,3,3.66599999555,842.3,60.1,5.0349999726500005,4.3454999983,4.289999961842105,849.4,989.1000000000001,578.5011904761905,-1.0,-1.8369701987210297e-16
Amravati,2021,4,4.5305000246,84.0,60.1,3.66599999555,5.0349999726500005,5.3350000084,926.3,995.5000000000001,-179.7988095238095,-2.4492935982947064e-16,1.0
Amravati,2022,1,5.0099999667,23.3,60.1,4.5305000246,3.66599999555,4.3454999983,107.3,956.7,-240.49880952380948,1.0,6.123233995736766e-17
Amravati,2022,2,7.265263181000001,138.8,60.1,5.0099999667,4.5305000246,5.0349999726500005,162.10000000000002,1088.4,-124.99880952380948,1.2246467991473532e-16,-1.0
Amravati,2022,3,2.1930000063,1297.0,60.1,7.265263181000001,5.0099999667,3.66599999555,1435.8,1543.1000000000001,1033.2011904761905,-1.0,-1.8369701987210297e-16
Amravati,2022,4,3.8749999702,148.6,60.1,2.1930000063,7.265263181000001,4.5305000246,1445.6,1607.7,-115.1988095238095,-2.4492935982947064e-16,1.0
Beed,2001,1,5.73374998,2.8,85.4,4.396250005875,0.8242857054285714,4.638749997625,16.3,940.6,-196.05238095238093,1.0,6.123233995736766e-17
Beed,2001,2,9.670000145875001,174.7,85.4,5.73374998,4.396250005875,8.292857156428571,177.5,654.1,-24.152380952380952,1.2246467991473532e-16,-1.0
Beed,2001,3,4.0562499797500005,379.1,85.4,9.670000145875001,5.73374998,0.8242857054285714,553.8,570.1,180.24761904761908,-1.0,-1.8369701987210297e-16
Beed,2001,4,3.160000025625,104.3,85.4,4.0562499797500005,9.670000145875001,4.396250005875,483.40000000000003,660.9,-94.55238095238094,-2.4492935982947064e-16,1.0
Beed,2002,1,5.069999994,28.8,85.4,3.160000025625,4.0562499797500005,5.73374998,133.1,686.9000000000001,-170.05238095238093,1.0,6.123233995736766e-17
Beed,2002,2,9.538571547857144,288.4,85.4,5.069999994,3.160000025625,9.670000145875001,317.2,800.6,89.54761904761904,1.2246467991473532e-16,-1.0
Beed,2002,3,4.318750061,393.9,85.4,9.538571547857144,5.069999994,4.0562499797500005,682.3,815.4,195.04761904761904,-1.0,-1.8369701987210297e-16
Beed,2002,4,4.5250000415,34.1,85.4,4.318750061,9.538571547857144,3.160000025625,428.0,745.2,-164.75238095238095,-2.4492935982947064e-16,1.0
Beed,2003,1,8.0312499445,3.8000000000000003,85.4,4.5250000415,4.318750061,5.069999994,37.9,720.1999999999999,-195.05238095238093,1.0,6.123233995736766e-17
Beed,2003,2,9.2324999785,150.3,85.4,8.0312499445,4.5250000415,9.538571547857144,154.10000000000002,582.1,-48.55238095238093,1.2246467991473532e-16,-1.0
Beed,2003,3,4.984999958375,425.3,85.4,9.2324999785,8.0312499445,4.318750061,575.6,613.5,226.44761904761907,-1.0,-1.8369701987210297e-16
Beed,2003,4,6.2275000505,22.1,85.4,4.984999958375,9.2324999785,4.5250000415,447.40000000000003,601.5,-176.75238095238095,-2.4492935982947064e-16,1.0
Beed,2004,1,7.600000035625,2.3,85.4,6.2275000505,4.984999958375,8.0312499445,24.400000000000002,600.0,-196.55238095238093,1.0,6.123233995736766e-17
Beed,2004,2,9.8087501875,104.5,85.4,7.600000035625,6.2275000505,9.2324999785,106.8,554.1999999999999,-94.35238095238094,1.2246467991473532e-16,-1.0
Beed,2005,1,7.2199999378749995,22.5,85.4,9.8087501875,7.600000035625,4.984999958375,127.0,151.4,-176.35238095238094,1.0,6.123233995736766e-17
Beed,2005,2,10.27571439642857,76.0,85.4,7.2199999378749995,9.8087501875,6.2275000505,98.5,205.3,-122.85238095238094,1.2246467991473532e-16,-1.0
Beed,2005,3,3.5012499839999998,588.0,85.4,10.27571439642857,7.2199999378749995,7.600000035625,664.0,791.0,389.14761904761906,-1.0,-1.8369701987210297e-16
Beed,2005,4,3.377499962,90.80000000000001,85.4,3.5012499839999998,10.27571439642857,9.8087501875,678.8,777.3,-108.05238095238093,-2.4492935982947064e-16,1.0
Beed,2006,1,5.137500056875,41.4,85.4,3.377499962,3.5012499839999998,7.2199999378749995,132.20000000000002,796.2,-157.45238095238093,1.0,6.123233995736766e-17
Beed,2006,2,10.142500045375,197.6,85.4,5.137500056875,3.377499962,10.27571439642857,239.0,917.8,-1.2523809523809462,1.2246467991473532e-16,-1.0
Beed,2006,3,6.296249997625,593.3,85.4,10.142500045375,5.137500056875,3.5012499839999998,790.9,923.0999999999999,394.447619047619,-1.0,-1.8369701987210297e-16
Beed,2006,4,4.361249969,73.2,85.4,6.296249997625,10.142500045375,3.377499962,666.5,905.5,-125.65238095238094,-2.4492935982947064e-16,1.0
Beed,2007,1,5.5900000011249995,0.0,85.4,4.361249969,6.296249997625,5.137500056875,73.2,864.0999999999999,-198.85238095238094,1.0,6.123233995736766e-17
Beed,2007,2,9.9483334455,221.3,85.4,5.5900000011249995,4.361249969,10.142500045375,221.3,887.8,22.44761904761907,1.2246467991473532e-16,-1.0
Beed,2007,3,4.839999979625,439.90000000000003,85.4,9.9483334455,5.5900000011249995,6.296249997625,661.2,734.4000000000001,241.0476190476191,-1.0,-1.8369701987210297e-16
Beed,2007,4,4.471249914125,24.299999999999997,85.4,4.839999979625,9.9483334455,4.361249969,464.20000000000005,685.5,-174.55238095238093,-2.4492935982947064e-16,1.0
Beed,2008,1,7.82124996775,29.099999999999998,85.4,4.471249914125,4.839999979625,5.5900000011249995,53.39999999999999,714.6,-169.75238095238095,1.0,6.123233995736766e-17
Beed,2008,2,10.47374989775,60.699999999999996,85.4,7.82124996775,4.471249914125,9.9483334455,89.8,554.0,-138.15238095238095,1.2246467991473532e-16,-1.0
Beed,2008,3,4.481250017,587.6,85.4,10.47374989775,7.82124996775,4.839999979625,648.3000000000001,701.7,388.7476190476191,-1.0,-1.8369701987210297e-16
Beed,2008,4,4.616250055875,92.0,85.4,4.481250017,10.47374989775,4.471249914125,679.6,769.4,-106.85238095238094,-2.4492935982947064e-16,1.0
Beed,2009,1,8.434285625142858,1.3,85.4,4.616250055875,4.481250017,7.82124996775,93.3,741.5999999999999,-197.55238095238093,1.0,6.123233995736766e-17
Beed,2009,2,10.3599998666,72.3,85.4,8.434285625142858,4.616250055875,10.47374989775,73.6,753.1999999999999,-126.55238095238094,1.2246467991473532e-16,-1.0
Beed,2009,3,4.756250006625,675.4,85.4,10.3599998666,8.434285625142858,4.481250017,747.6999999999999,840.9999999999999,476.54761904761904,-1.0,-1.8369701987210297e-16
Beed,2009,4,3.211249977625,190.20000000000002,85.4,4.756250006625,10.3599998666,4.616250055875,865.6,939.1999999999999,-8.652380952380923,-2.4492935982947064e-16,1.0
Beed,2010,1,5.757499980875,11.0,85.4,3.211249977625,4.756250006625,8.434285625142858,201.20000000000002,948.9,-187.85238095238094,1.0,6.123233995736766e-17
Beed,2010,2,9.926250004875,104.8,85.4,5.757499980875,3.211249977625,10.3599998666,115.8,981.3999999999999,-94.05238095238094,1.2246467991473532e-16,-1.0
Beed,2010,3,1.887499986625,671.1,85.4,9.926250004875,5.757499980875,4.756250006625,775.9,977.0999999999999,472.2476190476191,-1.0,-1.8369701987210297e-16
Beed,2010,4,4.600000002875,112.9,85.4,1.887499986625,9.926250004875,3.211249977625,784.0,899.7999999999998,-85.95238095238093,-2.4492935982947064e-16,1.0
Beed,2011,1,3.5462499738749997,4.1,85.4,4.600000002875,1.887499986625,5.757499980875,117.0,892.8999999999999,-194.75238095238095,1.0,6.123233995736766e-17
Beed,2011,2,5.466666638666666,52.5,85.4,3.5462499738749997,4.600000002875,9.926250004875,56.6,840.5999999999999,-146.35238095238094,1.2246467991473532e-16,-1.0
Beed,2011,3,2.2071429005714287,453.3,85.4,5.466666638666666,3.5462499738749997,1.887499986625,505.8,622.8,254.44761904761907,-1.0,-1.8369701987210297e-16
Beed,2011,4,3.66250005075,29.6,85.4,2.2071429005714287,5.466666638666666,4.600000002875,482.90000000000003,539.4999999999999,-169.25238095238095,-2.4492935982947064e-16,1.0
Beed,2012,1,6.46875002375,0.0,85.4,3.66250005075,2.2071429005714287,3.5462499738749997,29.6,535.3999999999999,-198.85238095238094,1.0,6.123233995736766e-17
Beed,2012,2,5.51250002375,45.3,85.4,6.46875002375,3.66250005075,5.466666638666666,45.3,528.1999999999999,-153.55238095238093,1.2246467991473532e-16,-1.0
Beed,2012,4,7.032499957125,146.4,85.4,5.51250002375,6.46875002375,2.2071429005714287,191.7,221.2999999999999,-52.452380952380935,-2.4492935982947064e-16,1.0
Beed,2013,1,6.957142755285714,3.3,85.4,7.032499957125,5.51250002375,3.66250005075,149.70000000000002,194.99999999999991,-195.55238095238093,1.0,6.123233995736766e-17
Beed,2013,2,7.81249996475,255.0,85.4,6.957142755285714,7.032499957125,6.46875002375,258.30000000000007,449.9999999999999,56.14761904761906,1.2246467991473532e-16,-1.0
Beed,2013,3,4.862499977125,745.0,85.4,7.81249996475,6.957142755285714,5.51250002375,1000.0,1149.6999999999998,546.1476190476191,-1.0,-1.8369701987210297e-16
Beed,2013,4,4.414285734571428,69.9,85.4,4.862499977125,7.81249996475,7.032499957125,814.9,1073.1999999999998,-128.95238095238093,-2.4492935982947064e-16,1.0
Beed,2014,1,6.600000067714285,157.6,85.4,4.414285734571428,4.862499977125,6.957142755285714,227.5,1227.5,-41.252380952380946,1.0,6.123233995736766e-17
Beed,2014,2,8.98749995225,20.900000000000002,85.4,6.600000067714285,4.414285734571428,7.81249996475,178.5,993.3999999999997,-177.95238095238093,1.2246467991473532e-16,-1.0
Beed,2014,3,7.00249988475,487.1,85.4,8.98749995225,6.600000067714285,4.862499977125,508.0,735.4999999999998,288.2476190476191,-1.0,-1.8369701987210297e-16
Beed,2014,4,6.1812499345,72.9,85.4,7.00249988475,8.98749995225,4.414285734571428,560.0,738.4999999999998,-125.95238095238093,-2.4492935982947064e-16,1.0
Beed,2015,1,7.46374999825,35.6,85.4,6.1812499345,7.00249988475,6.600000067714285,108.5,616.4999999999998,-163.25238095238095,1.0,6.123233995736766e-17
Beed,2015,2,10.41499991375,174.3,85.4,7.46374999825,6.1812499345,8.98749995225,209.9,769.8999999999999,-24.55238095238093,1.2246467991473532e-16,-1.0
Beed,2015,3,8.433750146625,391.1,85.4,10.41499991375,7.46374999825,7.00249988475,565.4000000000001,673.8999999999999,192.24761904761908,-1.0,-1.8369701987210297e-16
Beed,2015,4,7.8537501213750005,37.699999999999996,85.4,8.433750146625,10.41499991375,6.1812499345,428.8,638.6999999999998,-161.15238095238095,-2.4492935982947064e-16,1.0
Beed,2016,2,12.3499999605,144.4,85.4,7.8537501213750005,8.433750146625,7.46374999825,182.1,747.4999999999998,-54.452380952380935,1.2246467991473532e-16,-1.0
Beed,2016,3,6.59375001175,582.8,85.4,12.3499999605,7.8537501213750005,10.41499991375,727.1999999999999,1155.9999999999998,383.947619047619,-1.0,-1.8369701987210297e-16
Beed,2016,4,4.531250023625001,119.3,85.4,6.59375001175,12.3499999605,8.433750146625,702.0999999999999,884.1999999999996,-79.55238095238094,-2.4492935982947064e-16,1.0
Beed,2017,1,5.8712499202499995,4.6,85.4,4.531250023625001,6.59375001175,7.8537501213750005,123.89999999999999,851.0999999999997,-194.25238095238095,1.0,6.123233995736766e-17
Beed,2017,2,11.692857034142857,249.4,85.4,5.8712499202499995,4.531250023625001,12.3499999605,254.0,956.0999999999997,50.547619047619065,1.2246467991473532e-16,-1.0
Beed,2017,3,6.407500088,561.8,85.4,11.692857034142857,5.8712499202499995,6.59375001175,811.1999999999999,935.0999999999997,362.947619047619,-1.0,-1.8369701987210297e-16
Beed,2017,4,8.212499910875,89.8,85.4,6.407500088,11.692857034142857,4.531250023625001,651.5999999999999,905.5999999999997,-109.05238095238094,-2.4492935982947064e-16,1.0
Beed,2018,1,4.462499958375,8.100000000000001,85.4,8.212499910875,6.407500088,5.8712499202499995,97.9,909.0999999999997,-190.75238095238095,1.0,6.123233995736766e-17
Beed,2018,2,11.02428567,110.4,85.4,4.462499958375,8.212499910875,11.692857034142857,118.50000000000001,770.0999999999997,-88.45238095238093,1.2246467991473532e-16,-1.0
Beed,2018,3,7.162500100875,444.4,85.4,11.02428567,4.462499958375,6.407500088,554.8,652.6999999999996,245.54761904761904,-1.0,-1.8369701987210297e-16
Beed,2019,1,10.8537500435,0.7,85.4,7.162500100875,11.02428567,8.212499910875,445.09999999999997,563.5999999999997,-198.15238095238095,1.0,6.123233995736766e-17
Beed,2019,2,13.807142823571429,146.0,85.4,10.8537500435,7.162500100875,4.462499958375,146.7,701.4999999999997,-52.85238095238094,1.2246467991473532e-16,-1.0
Beed,2019,3,10.298749970625,540.6,85.4,13.807142823571429,10.8537500435,11.02428567,686.6,1131.6999999999998,341.7476190476191,-1.0,-1.8369701987210297e-16
Beed,2019,4,2.150000032875,203.1,85.4,10.298749970625,13.807142823571429,7.162500100875,743.7,890.3999999999996,4.247619047619054,-2.4492935982947064e-16,1.0
Beed,2020,1,3.85250000475,26.7,85.4,2.150000032875,10.298749970625,10.8537500435,229.79999999999998,916.3999999999996,-172.15238095238095,1.0,6.123233995736766e-17
Beed,2020,4,2.9874999405,155.7,85.4,3.85250000475,2.150000032875,13.807142823571429,182.39999999999998,926.0999999999997,-43.15238095238095,-2.4492935982947064e-16,1.0
Beed,2021,1,5.281250047625,17.9,85.4,2.9874999405,3.85250000475,10.298749970625,173.6,403.39999999999964,-180.95238095238093,1.0,6.123233995736766e-17
Beed,2021,3,2.0037499796250002,763.1999999999999,85.4,5.281250047625,2.9874999405,2.150000032875,781.0999999999999,963.4999999999995,564.347619047619,-1.0,-1.8369701987210297e-16
Beed,2021,4,2.303749966125,98.3,85.4,2.0037499796250002,5.281250047625,3.85250000475,861.4999999999999,1035.0999999999995,-100.55238095238094,-2.4492935982947064e-16,1.0
Beed,2022,1,3.7050000786250004,9.0,85.4,2.303749966125,2.0037499796250002,2.9874999405,107.3,888.3999999999995,-189.85238095238094,1.0,6.123233995736766e-17
Beed,2022,2,8.18250002275,222.6,85.4,3.7050000786250004,2.303749966125,5.281250047625,231.6,1093.0999999999995,23.747619047619054,1.2246467991473532e-16,-1.0
Beed,2022,3,2.9637499691249998,826.9,85.4,8.18250002275,3.7050000786250004,2.0037499796250002,1049.5,1156.7999999999997,628.047619047619,-1.0,-1.8369701987210297e-16
Beed,2022,4,3.10624995825,154.7,85.4,2.9637499691249998,8.18250002275,2.303749966125,981.5999999999999,1213.1999999999996,-44.15238095238095,-2.4492935982947064e-16,1.0
Bhandara,2001,1,5.3200000032,39.7,30.2,4.05937497025,1.288750004375,3.99374999175,39.900000000000006,1269.5,-296.8,1.0,6.123233995736766e-17
